 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.577,1.1,1.777,0.4952,0.1356,0.8016,-3.72,-2.712,-1.007,0.6108,0.3666,0.9407,52.23,48.05,0.252,0.4136,0.03981,0.4006,0.4917,0.1742,0.3555,1.144,0.2509,2.119,0.002843,17.88,-0.004951,0
2.474,1.23,1.669,0.5993,0.1646,0.8596,-3.761,-2.583,-1.177,0.5997,0.4349,0.908,53.67,51.68,0.1948,0.2592,0.01378,0.8628,0.3998,0.205,0.4892,1.511,0.2509,2.119,0.002843,17.88,-0.004951,0
2.42,1.24,1.705,0.5994,0.1651,0.8605,-3.682,-2.563,-1.118,0.6002,0.4366,0.8956,52,48.02,0.4733,0.2723,0.007592,0.8161,0.4331,0.2085,0.4859,1.345,0.2509,2.119,0.002843,17.88,-0.004951,0
1.531,1.31,1.803,0.5098,0.1433,0.8229,-3.292,-2.267,-1.025,0.5866,0.3687,0.8933,50.79,47.91,0.2584,0.4025,0.0197,0.3754,0.5237,0.2198,0.373,1.139,0.2509,2.119,0.002843,17.88,-0.004951,0
1.351,1.09,2.491,0.5241,0.1248,0.7476,-5.432,-4.939,-0.4928,0.7207,0.4364,0.9432,54.57,52.2,0.278,0.3792,0.08601,0.241,0.8875,0.1636,0.4307,0.9531,0.2509,2.119,0.002843,17.88,-0.004951,0
1.787,1.21,1.329,0.4869,0.138,0.8119,-3.125,-2.145,-0.98,0.5806,0.3512,0.9564,53.02,48.76,0.2567,0.2396,0.03712,0.5321,0.2935,0.1964,0.3407,0.7653,0.2509,2.119,0.002843,17.88,-0.004951,0
1.68,1.22,2.105,0.6265,0.167,0.8529,-4.27,-3.139,-1.132,0.6273,0.4675,0.8957,53.82,51.46,0.3094,0.4981,0.004287,0.4849,0.6679,0.2021,0.4516,1.93,0.2509,2.119,0.002843,17.88,-0.004951,0
1.787,1.09,1.979,0.4855,0.1337,0.7997,-3.72,-2.541,-1.179,0.5975,0.3515,0.9403,51.53,48.78,0.3626,0.04468,0.0398,0.4024,0.6047,0.17,0.3924,1.084,0.2509,2.119,0.002843,17.88,-0.004951,0
1.777,1.08,1.588,0.4665,0.1314,0.7927,-3.095,-2.35,-0.7453,0.5987,0.3475,0.9209,52.44,50.84,0.1781,0.3426,0.044,0.4929,0.3737,0.1703,0.3456,1.158,0.2509,2.119,0.002843,17.88,-0.004951,0
2.46,1.22,1.726,0.5986,0.1643,0.8588,-3.759,-2.604,-1.155,0.6013,0.4356,0.9099,53.43,48.45,0.4138,0.2495,0.002709,0.846,0.4272,0.2022,0.4918,1.38,0.2509,2.119,0.002843,17.88,-0.004951,0
1.718,1.21,1.587,0.4952,0.1402,0.8163,-3.126,-2.19,-0.9362,0.5843,0.3595,0.9396,52.18,49.21,0.3725,0.2359,0.03104,0.473,0.4034,0.1967,0.3577,1.605,0.2509,2.119,0.002843,17.88,-0.004951,0
1.783,1.09,1.598,0.4739,0.1309,0.79,-3.459,-2.629,-0.8294,0.6118,0.355,0.9488,53.16,51.25,0.1854,0.3581,0.0448,0.5044,0.3752,0.171,0.3502,1.164,0.2509,2.119,0.002843,17.88,-0.004951,0
2.259,1.09,1.801,0.5639,0.1498,0.8305,-4.56,-3.019,-1.542,0.6109,0.4064,0.9241,52.08,50.35,0.5201,0.4459,0.04644,0.7014,0.4889,0.1681,0.4528,1.478,0.2509,2.119,0.002843,17.88,-0.004951,0
2.467,1.22,1.71,0.5792,0.1608,0.8553,-3.543,-2.435,-1.108,0.5938,0.4196,0.9126,50.73,47.8,0.3893,0.3006,0.01226,0.8359,0.4152,0.203,0.4847,1.431,0.2509,2.119,0.002843,17.88,-0.004951,0
1.915,1.09,1.147,0.4001,0.09975,0.6927,-4.176,-3.973,-0.2024,0.7015,0.3349,0.9913,50.76,47.59,0.2477,0.219,0.06947,0.5539,0.1966,0.1637,0.3048,0.7933,0.2509,2.119,0.002843,17.88,-0.004951,0
1.829,1.09,1.588,0.4726,0.1301,0.7876,-3.526,-2.681,-0.8446,0.6141,0.3543,0.9446,50.59,47.02,0.1733,0.3407,0.04263,0.5278,0.3626,0.1701,0.3535,1.178,0.2509,2.119,0.002843,17.88,-0.004951,0
1.741,1.22,1.728,0.4902,0.1395,0.8153,-3.036,-2.11,-0.9263,0.5797,0.3546,0.9421,54.11,51.02,0.3692,0.1997,0.02091,0.4603,0.4573,0.1981,0.3719,1.634,0.2509,2.119,0.002843,17.88,-0.004951,0
2.512,1.24,1.769,0.5986,0.1659,0.863,-3.552,-2.478,-1.074,0.5969,0.4358,0.8804,49.28,45.09,0.3713,0.2439,0.0007411,0.8744,0.4282,0.2108,0.5045,1.434,0.2509,2.119,0.002843,17.88,-0.004951,0
1.907,1.08,1.266,0.4697,0.1306,0.7907,-3.41,-2.5,-0.9101,0.6025,0.3471,0.9326,51.69,49.77,0.1464,0.1936,0.04806,0.5771,0.2598,0.1665,0.3344,0.9187,0.2509,2.119,0.002843,17.88,-0.004951,0
2.239,1.09,1.756,0.5557,0.1458,0.8162,-4.608,-3.402,-1.206,0.6363,0.4166,0.9107,54.63,51.79,0.04887,0.3472,0.05821,0.741,0.4208,0.1676,0.4431,1.283,0.2509,2.119,0.002843,17.88,-0.004951,0
1.792,1.31,1.658,0.5121,0.1442,0.8258,-3.277,-2.209,-1.068,0.5823,0.3679,0.913,50.42,45.22,0.397,0.2283,0.0125,0.5034,0.4284,0.2202,0.384,1.67,0.2509,2.119,0.002843,17.88,-0.004951,0
1.692,1.23,2.165,0.5772,0.1609,0.8575,-3.486,-2.324,-1.162,0.5866,0.414,0.9047,47.58,38.92,0.3466,0.5242,0.013,0.4735,0.6541,0.2048,0.4442,2.001,0.2509,2.119,0.002843,17.88,-0.004951,0
2.269,1.24,1.665,0.6026,0.1638,0.854,-3.889,-2.809,-1.08,0.6135,0.4453,0.8937,52.62,50.75,0.4975,0.3065,0.005636,0.742,0.441,0.2076,0.4636,1.305,0.2509,2.119,0.002843,17.88,-0.004951,0
2.013,1.08,1.508,0.4654,0.1307,0.7911,-3.176,-2.379,-0.7961,0.5989,0.3455,0.9485,51.35,47.4,0.02859,0.3066,0.0352,0.6058,0.3146,0.1695,0.3633,1.128,0.2509,2.119,0.002843,17.88,-0.004951,0
1.843,1.1,1.854,0.4844,0.1324,0.7965,-3.887,-2.631,-1.255,0.6002,0.3502,0.907,52.38,50.05,0.1531,0.4134,0.03344,0.5168,0.4659,0.172,0.3849,1.191,0.2509,2.119,0.002843,17.88,-0.004951,0
1.531,1.08,1.958,0.464,0.1281,0.7838,-3.522,-2.614,-0.9086,0.6086,0.3448,0.9588,51.17,47.98,0.3361,0.04933,0.0452,0.3178,0.5918,0.1664,0.3587,1.024,0.2509,2.119,0.002843,17.88,-0.004951,0
2.441,1.22,1.717,0.5793,0.1608,0.8554,-3.54,-2.436,-1.105,0.5939,0.4198,0.8962,53.74,50.92,0.4737,0.279,0.001791,0.8063,0.4363,0.2028,0.4818,1.361,0.2509,2.119,0.002843,17.88,-0.004951,0
1.774,1.09,1.614,0.4478,0.1211,0.7658,-3.995,-2.886,-1.109,0.6163,0.3312,0.9375,50.64,48.38,0.1988,0.3481,0.04686,0.4872,0.373,0.1658,0.342,1.179,0.2509,2.119,0.002843,17.88,-0.004951,0
2.42,1.17,1.624,0.618,0.1654,0.8544,-4.302,-2.998,-1.304,0.6161,0.4526,0.8779,52.61,50.6,0.07458,0.2766,0.09509,0.8467,0.4003,0.1929,0.4799,1.573,0.2509,2.119,0.002843,17.88,-0.004951,0
2.483,1.23,1.681,0.612,0.1668,0.8607,-3.905,-2.72,-1.184,0.6063,0.4468,0.8965,49.67,43.32,0.3051,0.2721,0.005952,0.8814,0.4004,0.2056,0.4958,1.454,0.2509,2.119,0.002843,17.88,-0.004951,0
1.924,1.09,1.638,0.4619,0.1265,0.7796,-3.685,-2.719,-0.9662,0.6123,0.3432,0.9515,52.95,51.73,0.1137,0.3189,0.05278,0.5657,0.3602,0.167,0.3643,1.186,0.2509,2.119,0.002843,17.88,-0.004951,0
1.854,1.08,1.583,0.4666,0.129,0.785,-3.432,-2.627,-0.8048,0.6124,0.3503,0.9239,51.06,48.14,0.1001,0.3233,0.05485,0.5348,0.3579,0.1663,0.353,1.129,0.2509,2.119,0.002843,17.88,-0.004951,0
2.475,1.09,1.61,0.5856,0.1583,0.8435,-3.976,-2.912,-1.065,0.6189,0.4352,0.9007,49.93,42.06,0.4376,0.3184,0.05696,0.8536,0.3814,0.1761,0.4704,1.379,0.2509,2.119,0.002843,17.88,-0.004951,0
2.448,1.09,1.588,0.5797,0.1555,0.8375,-4.144,-3.029,-1.115,0.6228,0.4312,0.9034,53.73,51.21,0.44,0.3224,0.06264,0.8401,0.3744,0.1735,0.4627,1.364,0.2509,2.119,0.002843,17.88,-0.004951,0
1.649,1.09,1.608,0.4785,0.1329,0.7949,-3.316,-2.557,-0.7593,0.61,0.3596,0.9279,53.83,49.93,0.2419,0.3416,0.04837,0.4339,0.414,0.1714,0.3398,1.162,0.2509,2.119,0.002843,17.88,-0.004951,0
1.398,1.31,1.837,0.5111,0.1438,0.8244,-3.263,-2.242,-1.021,0.5853,0.3693,0.8852,53.8,51.95,0.2356,0.3681,0.01892,0.3268,0.5503,0.2211,0.3661,1.085,0.2509,2.119,0.002843,17.88,-0.004951,0
2.383,1.23,1.695,0.6019,0.1654,0.8602,-3.726,-2.605,-1.121,0.6023,0.4392,0.9073,47.55,39.99,0.4296,0.3326,0.01089,0.8117,0.4227,0.2064,0.4803,1.405,0.2509,2.119,0.002843,17.88,-0.004951,0
1.666,1.09,1.428,0.47,0.129,0.785,-3.594,-2.72,-0.8747,0.6151,0.3521,0.9186,52.58,48.04,0.2903,0.267,0.05167,0.4626,0.3394,0.1683,0.3234,0.7032,0.2509,2.119,0.002843,17.88,-0.004951,0
2.479,1.3,1.752,0.6201,0.1695,0.8654,-3.851,-2.675,-1.176,0.6043,0.452,0.8956,50.15,45.84,0.3976,0.2771,0.036,0.8698,0.4367,0.2225,0.5097,1.428,0.2509,2.119,0.002843,17.88,-0.004951,0
2.506,1.22,1.725,0.5836,0.1622,0.8586,-3.527,-2.394,-1.133,0.591,0.4211,0.9072,48.86,41.56,0.3441,0.3002,0.01467,0.8589,0.4169,0.2032,0.493,1.476,0.2509,2.119,0.002843,17.88,-0.004951,0
1.774,1.09,1.736,0.4776,0.1324,0.7959,-3.528,-2.502,-1.026,0.5994,0.3495,0.9255,53.78,51.2,0.2005,0.3582,0.0239,0.4811,0.4365,0.1724,0.3633,1.201,0.2509,2.119,0.002843,17.88,-0.004951,0
1.652,1.22,2.327,0.5884,0.1605,0.8528,-3.939,-2.636,-1.303,0.5993,0.424,0.8999,50.9,47.42,0.3226,0.4964,0.001441,0.4397,0.7528,0.1988,0.4638,2.019,0.2509,2.119,0.002843,17.88,-0.004951,0
1.561,1.09,1.607,0.4763,0.132,0.792,-3.321,-2.602,-0.7188,0.6138,0.36,0.9187,53.54,50.34,0.2173,0.3419,0.04402,0.3923,0.428,0.1732,0.3312,1.276,0.2509,2.119,0.002843,17.88,-0.004951,0
1.727,1.08,2.094,0.5665,0.1519,0.8298,-4.087,-3.071,-1.015,0.6278,0.4256,0.9205,50.61,47.8,0.2482,0.5299,0.05593,0.5056,0.6029,0.1693,0.4259,0.8038,0.2509,2.119,0.002843,17.88,-0.004951,0
2.128,1.09,1.64,0.5423,0.1471,0.825,-3.959,-2.836,-1.123,0.6136,0.3998,0.8809,55.4,52.83,0.5666,0.3193,0.06314,0.6248,0.4469,0.171,0.4143,1.243,0.2509,2.119,0.002843,17.88,-0.004951,0
2.515,1.22,1.612,0.6069,0.1656,0.8579,-3.818,-2.744,-1.074,0.6105,0.4475,0.886,50.31,46.27,0.3531,0.2867,0.001928,0.8909,0.3788,0.2049,0.4915,1.418,0.2509,2.119,0.002843,17.88,-0.004951,0
2.509,1.22,1.657,0.6036,0.1664,0.8629,-3.676,-2.543,-1.134,0.5988,0.4387,0.9086,51.3,48.26,0.1971,0.2508,0.01768,0.8812,0.3955,0.2043,0.4937,1.511,0.2509,2.119,0.002843,17.88,-0.004951,0
2.068,1.24,1.85,0.6031,0.165,0.8592,-3.844,-2.648,-1.195,0.6025,0.4384,0.8944,53.47,52.1,0.4967,0.2421,0.0008489,0.6095,0.5565,0.2069,0.4576,1.676,0.2509,2.119,0.002843,17.88,-0.004951,0
1.523,1.09,2.469,0.594,0.1577,0.8368,-4.265,-3.238,-1.027,0.6349,0.4487,0.9201,52.74,49.53,0.2513,0.08955,0.064,0.3543,0.8663,0.1739,0.4648,1.254,0.2509,2.119,0.002843,17.88,-0.004951,0
1.713,1.08,2.301,0.5803,0.1541,0.8319,-4.319,-3.221,-1.098,0.6319,0.4356,0.9193,53.76,50.52,0.3681,0.02902,0.05776,0.4248,0.7686,0.1698,0.4544,1.277,0.2509,2.119,0.002843,17.88,-0.004951,0
1.579,1.09,2.462,0.5928,0.1571,0.837,-4.405,-3.238,-1.167,0.6305,0.4429,0.9005,53.2,49.88,0.3137,0.4012,0.06509,0.3644,0.8674,0.1729,0.4682,0.9565,0.2509,2.119,0.002843,17.88,-0.004951,0
2.265,1.12,1.613,0.5845,0.1565,0.8384,-4.165,-3.067,-1.098,0.6251,0.4361,0.8996,52.58,50.5,0.5468,0.3388,0.06565,0.7242,0.4294,0.1796,0.4444,1.743,0.2509,2.119,0.002843,17.88,-0.004951,0
1.737,1.09,1.567,0.4652,0.1308,0.7913,-3.133,-2.369,-0.7645,0.5992,0.3462,0.9145,52.45,49.45,0.203,0.3581,0.04684,0.4774,0.3711,0.1718,0.3401,1.153,0.2509,2.119,0.002843,17.88,-0.004951,0
1.697,1.07,1.602,0.4759,0.1301,0.7864,-3.591,-2.799,-0.7917,0.6218,0.3604,0.9317,50,46.9,0.2136,0.3453,0.05173,0.4564,0.4039,0.1647,0.3417,1.156,0.2509,2.119,0.002843,17.88,-0.004951,0
1.768,1.08,1.586,0.4665,0.1283,0.7847,-3.65,-2.643,-1.007,0.6073,0.3442,0.9369,50.9,48.33,0.1912,0.3523,0.05417,0.4941,0.375,0.1648,0.3446,1.339,0.2509,2.119,0.002843,17.88,-0.004951,0
1.935,1.09,1.376,0.4562,0.1275,0.7829,-3.266,-2.441,-0.8252,0.6016,0.3388,0.9356,52.23,48.38,0.06149,0.2609,0.04398,0.5848,0.2705,0.1697,0.3417,1.002,0.2509,2.119,0.002843,17.88,-0.004951,0
2.513,1.1,1.764,0.5611,0.1509,0.8339,-4.263,-2.847,-1.415,0.6064,0.4049,0.9117,52.25,49.72,0.3172,0.3246,0.04535,0.8604,0.4152,0.1719,0.4825,1.529,0.2509,2.119,0.002843,17.88,-0.004951,0
2.503,1.23,1.703,0.5773,0.1611,0.8582,-3.477,-2.301,-1.177,0.585,0.4131,0.9038,49.87,42.42,0.2765,0.2852,0.01262,0.8572,0.405,0.2049,0.4891,1.498,0.2509,2.119,0.002843,17.88,-0.004951,0
2.416,1.22,1.754,0.6069,0.1666,0.8615,-3.726,-2.635,-1.092,0.6045,0.4445,0.8969,52.64,49.55,0.4717,0.2716,0.005228,0.8213,0.4476,0.2049,0.4912,1.364,0.2509,2.119,0.002843,17.88,-0.004951,0
2.335,1.22,1.632,0.5993,0.1665,0.864,-3.482,-2.461,-1.022,0.5973,0.4379,0.909,50.72,46.98,0.4742,0.3306,0.01288,0.7686,0.4241,0.2069,0.4665,1.34,0.2509,2.119,0.002843,17.88,-0.004951,0
1.668,1.1,1.778,0.4839,0.1323,0.7958,-3.866,-2.651,-1.215,0.6022,0.3513,0.9257,53.8,50.36,0.2231,0.4066,0.0406,0.433,0.474,0.173,0.36,1.162,0.2509,2.119,0.002843,17.88,-0.004951,0
1.713,1.12,1.599,0.4703,0.1314,0.7912,-3.177,-2.489,-0.6875,0.6085,0.3547,0.8775,51.25,47.77,0.174,0.3282,0.0635,0.4636,0.3883,0.1806,0.3442,1.133,0.2509,2.119,0.002843,17.88,-0.004951,0
1.711,1.24,1.397,0.5019,0.1445,0.8263,-2.734,-2.028,-0.7063,0.5798,0.3689,0.9112,51.96,49.37,0.277,0.2343,0.02573,0.5044,0.322,0.2103,0.3456,1.467,0.2509,2.119,0.002843,17.88,-0.004951,0
2.418,1.23,1.705,0.578,0.1615,0.8578,-3.4,-2.345,-1.055,0.5902,0.4187,0.9175,53.04,51.91,0.4276,0.3319,0.01787,0.8005,0.4268,0.2065,0.4779,1.419,0.2509,2.119,0.002843,17.88,-0.004951,0
2.253,1.22,1.666,0.6063,0.1664,0.8609,-3.719,-2.646,-1.073,0.6056,0.445,0.92,54.31,49.27,0.5271,0.3103,0.016,0.7275,0.4531,0.2041,0.4615,1.291,0.2509,2.119,0.002843,17.88,-0.004951,0
2.504,1.23,1.804,0.6205,0.1687,0.8634,-3.976,-2.739,-1.237,0.6059,0.4515,0.8858,50.36,46.66,0.3578,0.2352,0.0001395,0.8924,0.4423,0.2056,0.5134,1.447,0.2509,2.119,0.002843,17.88,-0.004951,0
1.692,1.22,2.232,0.5949,0.1614,0.8519,-4.014,-2.769,-1.245,0.6071,0.4332,0.9393,54.09,51.31,0.3877,0.5401,0.0143,0.4772,0.6971,0.1984,0.4576,0.7361,0.2509,2.119,0.002843,17.88,-0.004951,0
1.9,1.09,1.756,0.4829,0.1327,0.7961,-3.702,-2.625,-1.077,0.6044,0.3539,0.929,53.95,50.69,0.1061,0.3666,0.04227,0.5549,0.4148,0.1699,0.3799,1.173,0.2509,2.119,0.002843,17.88,-0.004951,0
1.8,1.09,2.175,0.5918,0.1558,0.838,-4.723,-3.211,-1.512,0.6197,0.4309,0.9075,50.53,47.55,0.3414,0.02344,0.06205,0.4674,0.7188,0.1692,0.4518,1.244,0.2509,2.119,0.002843,17.88,-0.004951,0
1.726,1.22,1.985,0.4974,0.1399,0.8149,-3.255,-2.284,-0.9708,0.5888,0.3617,0.944,52.93,49.95,0.3227,0.05624,0.02444,0.394,0.6063,0.1979,0.3994,1.583,0.2509,2.119,0.002843,17.88,-0.004951,0
1.791,1.09,1.599,0.4673,0.1298,0.788,-3.382,-2.536,-0.8461,0.6063,0.3479,0.9422,51.44,47.43,0.1716,0.3668,0.046,0.5061,0.37,0.1707,0.3489,1.152,0.2509,2.119,0.002843,17.88,-0.004951,0
1.71,1.09,2.328,0.5234,0.1264,0.7529,-5.067,-4.647,-0.4193,0.7149,0.4358,0.9445,53.96,50.33,0.4128,0.06501,0.0829,0.3966,0.7565,0.1649,0.4393,1.306,0.2509,2.119,0.002843,17.88,-0.004951,0
2.533,1.22,1.751,0.6126,0.1676,0.8628,-3.812,-2.661,-1.151,0.6043,0.4471,0.8868,50.77,47.89,0.255,0.2299,0.002335,0.9004,0.4217,0.2048,0.509,1.499,0.2509,2.119,0.002843,17.88,-0.004951,0
1.356,1.09,1.882,0.4803,0.1307,0.7921,-3.981,-2.705,-1.277,0.6032,0.3479,0.9362,53.32,53.29,0.201,0.08728,0.04376,0.2776,0.5827,0.1676,0.3426,1.226,0.2509,2.119,0.002843,17.88,-0.004951,0
1.859,1.08,1.585,0.4671,0.1291,0.7858,-3.471,-2.614,-0.8571,0.6101,0.3488,0.913,54.28,52.15,0.1549,0.3446,0.04737,0.5383,0.3568,0.1665,0.3539,1.173,0.2509,2.119,0.002843,17.88,-0.004951,0
1.462,1.09,1.62,0.4013,0.09936,0.6913,-4.346,-4.107,-0.2391,0.7048,0.3357,0.9763,53.53,49.16,0.3664,0.2114,0.07924,0.3028,0.4332,0.1612,0.2991,0.701,0.2509,2.119,0.002843,17.88,-0.004951,0
2.494,1.22,1.69,0.5995,0.1663,0.8638,-3.541,-2.464,-1.077,0.5961,0.436,0.9035,50.61,47.2,0.3172,0.2761,0.01229,0.871,0.4028,0.206,0.4933,1.457,0.2509,2.119,0.002843,17.88,-0.004951,0
1.616,1.09,1.898,0.4726,0.1311,0.7899,-3.315,-2.591,-0.7238,0.613,0.3569,0.9267,56.64,55.05,0.3326,0.1431,0.04936,0.3634,0.5548,0.1714,0.3632,1.579,0.2509,2.119,0.002843,17.88,-0.004951,0
1.675,1.11,2.173,0.5898,0.1609,0.8495,-3.785,-2.778,-1.007,0.6141,0.4379,0.8903,52.8,48.36,0.3241,0.5274,0.05602,0.4697,0.6666,0.1833,0.4399,0.7589,0.2509,2.119,0.002843,17.88,-0.004951,0
1.935,1.09,1.681,0.4767,0.1321,0.7956,-3.531,-2.488,-1.042,0.5983,0.3481,0.8841,48.35,41.61,0.1222,0.3193,0.02817,0.5604,0.39,0.1725,0.3743,1.435,0.2509,2.119,0.002843,17.88,-0.004951,0
1.822,1.08,1.604,0.466,0.1302,0.7902,-3.308,-2.424,-0.8838,0.599,0.3439,0.9281,54.48,51.48,0.1614,0.3684,0.04876,0.5173,0.3694,0.1675,0.3514,1.157,0.2509,2.119,0.002843,17.88,-0.004951,0
2.385,1.22,1.711,0.5977,0.165,0.8601,-3.609,-2.556,-1.053,0.6015,0.4375,0.9033,52.73,51.56,0.4706,0.3072,0.007406,0.7972,0.4375,0.2048,0.4799,1.368,0.2509,2.119,0.002843,17.88,-0.004951,0
1.507,1.09,1.582,0.4527,0.1268,0.7816,-3.251,-2.393,-0.8588,0.5979,0.3343,0.9157,51.13,48.61,0.274,0.3113,0.0483,0.3643,0.4163,0.1689,0.3165,1.134,0.2509,2.119,0.002843,17.88,-0.004951,0
1.55,1.23,1.736,0.4981,0.1417,0.82,-3.015,-2.136,-0.8789,0.5824,0.3623,0.9312,54.8,52.13,0.2467,0.3927,0.02608,0.3881,0.4838,0.2036,0.3585,1.127,0.2509,2.119,0.002843,17.88,-0.004951,0
1.835,1.31,1.399,0.5161,0.1456,0.8281,-3.186,-2.229,-0.9565,0.586,0.3747,0.8886,48.66,40.57,0.3603,0.2531,0.01549,0.5498,0.3303,0.2226,0.3676,1.594,0.2509,2.119,0.002843,17.88,-0.004951,0
2.332,1.22,1.614,0.6095,0.1653,0.8558,-3.953,-2.844,-1.109,0.6143,0.45,0.8957,51.32,47.66,0.4673,0.3348,0.002456,0.7839,0.417,0.2029,0.4679,1.339,0.2509,2.119,0.002843,17.88,-0.004951,0
1.456,1.22,1.796,0.4969,0.1426,0.8222,-2.811,-2.052,-0.7593,0.58,0.3639,0.9159,53.48,48.61,0.2556,0.1199,0.02931,0.314,0.5492,0.2034,0.3555,1.122,0.2509,2.119,0.002843,17.88,-0.004951,0
2.437,1.1,1.706,0.574,0.1556,0.8425,-4.044,-2.769,-1.276,0.6063,0.417,0.897,52.99,51.02,0.1775,0.292,0.05143,0.8367,0.3996,0.1762,0.4709,1.505,0.2509,2.119,0.002843,17.88,-0.004951,0
1.88,1.1,1.271,0.469,0.1307,0.7901,-3.289,-2.503,-0.7863,0.6062,0.3506,0.9174,52.09,48.62,0.122,0.1843,0.0549,0.5691,0.2569,0.1728,0.3329,0.934,0.2509,2.119,0.002843,17.88,-0.004951,0
1.446,1.22,1.694,0.5016,0.1434,0.8236,-2.876,-2.101,-0.7742,0.5828,0.3678,0.9331,52.59,48.35,0.2427,0.3319,0.02891,0.3527,0.4834,0.203,0.3464,1.095,0.2509,2.119,0.002843,17.88,-0.004951,0
1.506,1.09,1.989,0.4702,0.1293,0.7861,-3.578,-2.682,-0.8965,0.6125,0.3509,0.9196,47.7,42.71,0.3174,0.03768,0.05126,0.3084,0.6107,0.1687,0.3626,1.487,0.2509,2.119,0.002843,17.88,-0.004951,0
2.388,1.17,1.771,0.6146,0.1647,0.8536,-4.26,-2.983,-1.277,0.6161,0.4507,0.88,52.52,49.16,0.4583,0.3285,0.1005,0.8179,0.4538,0.1936,0.4884,1.42,0.2509,2.119,0.002843,17.88,-0.004951,0
2.494,1.24,1.68,0.6039,0.1669,0.8638,-3.609,-2.523,-1.086,0.599,0.4402,0.8917,48.35,41.04,0.3329,0.2584,0.008982,0.8743,0.4006,0.2107,0.4952,1.429,0.2509,2.119,0.002843,17.88,-0.004951,0
1.957,1.21,1.917,0.5962,0.1646,0.8616,-3.681,-2.473,-1.208,0.5934,0.4293,0.9165,53.63,51.25,0.4758,0.1856,0.02005,0.5596,0.5833,0.2005,0.4478,1.647,0.2509,2.119,0.002843,17.88,-0.004951,0
1.958,1.09,1.726,0.4771,0.1325,0.7973,-3.541,-2.425,-1.116,0.593,0.3452,0.938,52.77,48.77,0.08798,0.3429,0.0296,0.5764,0.3954,0.1718,0.3812,1.187,0.2509,2.119,0.002843,17.88,-0.004951,0
1.672,1.24,2.464,0.6049,0.1666,0.8609,-3.616,-2.628,-0.988,0.6071,0.4468,0.8876,49.78,47.97,0.2022,0.1033,0.001273,0.4029,0.8578,0.2115,0.4907,1.295,0.2509,2.119,0.002843,17.88,-0.004951,0
1.695,1.08,1.272,0.4556,0.1239,0.773,-3.868,-2.816,-1.052,0.6146,0.3376,0.9475,52.15,49.47,0.1931,0.2282,0.05084,0.4916,0.2741,0.1614,0.309,0.7711,0.2509,2.119,0.002843,17.88,-0.004951,0
1.707,1.24,2.472,0.6137,0.168,0.8614,-3.723,-2.721,-1.002,0.6114,0.4547,0.8771,53.13,51.09,0.2419,0.4116,0.002162,0.417,0.8649,0.2121,0.498,1.979,0.2509,2.119,0.002843,17.88,-0.004951,0
1.736,1.22,1.882,0.4887,0.1392,0.8141,-2.991,-2.126,-0.8653,0.5821,0.3557,0.9177,50.81,45.17,0.3308,0.1649,0.02717,0.4314,0.5284,0.1992,0.3864,1.631,0.2509,2.119,0.002843,17.88,-0.004951,0
1.581,1.08,2.425,0.5785,0.1532,0.8318,-4.464,-3.216,-1.248,0.6272,0.4292,0.9266,53.84,51.29,0.353,0.4932,0.05857,0.3844,0.823,0.167,0.4581,0.8422,0.2509,2.119,0.002843,17.88,-0.004951,0
2.295,1.23,1.691,0.5813,0.1623,0.8585,-3.404,-2.374,-1.03,0.5924,0.4225,0.9161,52.35,50.21,0.4856,0.3671,0.01771,0.7371,0.4402,0.2073,0.4615,1.381,0.2509,2.119,0.002843,17.88,-0.004951,0
1.728,1.08,1.571,0.4694,0.1303,0.7891,-3.377,-2.551,-0.8267,0.6076,0.3504,0.9301,50.5,47.78,0.214,0.3535,0.04121,0.4688,0.3844,0.1679,0.3404,1.161,0.2509,2.119,0.002843,17.88,-0.004951,0
1.959,1.09,1.834,0.4805,0.131,0.7939,-3.971,-2.625,-1.347,0.5977,0.3449,0.944,50.73,46.17,0.07079,0.3927,0.03823,0.5856,0.4262,0.1677,0.3932,1.174,0.2509,2.119,0.002843,17.88,-0.004951,0
2.486,1.24,1.733,0.6316,0.1707,0.8614,-3.954,-2.928,-1.027,0.6208,0.4712,0.883,51.29,48.56,0.3585,0.2227,0.002589,0.8976,0.4158,0.2117,0.5084,1.403,0.2509,2.119,0.002843,17.88,-0.004951,0
2.508,1.22,1.589,0.5689,0.1568,0.8447,-3.583,-2.624,-0.9595,0.6076,0.4211,0.9306,53.3,50.06,0.4015,0.2946,0.004485,0.8556,0.3704,0.2013,0.4758,1.383,0.2509,2.119,0.002843,17.88,-0.004951,0
1.807,1.09,1.577,0.4699,0.1312,0.7919,-3.261,-2.464,-0.7973,0.6037,0.3503,0.9093,53.37,50.48,0.174,0.349,0.04429,0.5149,0.3618,0.1715,0.3494,1.164,0.2509,2.119,0.002843,17.88,-0.004951,0
1.468,1.31,1.799,0.5117,0.1437,0.8235,-3.302,-2.288,-1.014,0.5881,0.3709,0.888,51.96,49.73,0.246,0.3848,0.02411,0.3524,0.5317,0.22,0.368,1.107,0.2509,2.119,0.002843,17.88,-0.004951,0
